G_CS,C,D1,D2,Th,stable,n_fp
2.7,0.010216258329805179,0.05783086106295412,0.057830861062953466,0.009869553103449665,0,3
2.7,0.009749977821255756,0.04696478819011598,0.06693559979174113,0.007883429974504452,1,3
2.7,0.013744234461668196,0.1552556682480309,0.012674286179881694,0.022530728821981656,1,3
2.8000000000000003,0.010217422284169315,0.057859814467012195,0.057859814467012036,0.009874399001379038,0,3
2.8000000000000003,0.009743759992870249,0.04681642312359421,0.06712472786495385,0.007856321067532049,1,3
2.8000000000000003,0.013750905143970236,0.15558782935077844,0.012616345057548035,0.022551518191086837,1,3
2.9000000000000004,0.010218586949381185,0.057888781619347594,0.057888781619348365,0.00987924731779806,0,3
2.9000000000000004,0.009737589341292636,0.04666899772090132,0.0673134231090184,0.0078294010771651,1,3
2.9000000000000004,0.01375752271504388,0.15591906552777324,0.012558847014758973,0.02257213235663972,1,3
3.0,0.01021975232571996,0.05791776252817874,0.05791776252817885,0.009884098053001368,0,3
3.0,0.009731465264630893,0.04652249990672779,0.06750169131413196,0.007802667737347546,1,3
3.0,0.013764087820356779,0.15624938875820613,0.012501786114436765,0.022592573569240496,1,3
3.1,0.010220918413464484,0.057946757201730106,0.0579467572017224,0.009888951207281659,0,3
3.1,0.009725387173070215,0.0463769178595583,0.06768953814609951,0.007776118826346141,1,3
3.1,0.013770601092985923,0.15657881076720623,0.012445156544752896,0.022612844034927644,1,3
3.2,0.010222085212892706,0.0579757656482143,0.0579757656482147,0.00989380678092654,0,3
3.2,0.009719354488533796,0.04623224000432673,0.06787696914992572,0.007749752165515125,1,3
3.2,0.013777063153964713,0.15690734303335346,0.012388952615441902,0.022632945916434707,1,3
3.3000000000000003,0.010223252724283158,0.058004787875875256,0.058004787875874465,0.009898664774226228,0,3
3.3000000000000003,0.009713366644348468,0.046088455005162586,0.06806398975344106,0.007723565618072902,1,3
3.3000000000000003,0.01378347461261369,0.15723499679576852,0.012333168754297514,0.022652881334392985,1,3
3.4000000000000004,0.010224420947913314,0.05803382389294101,0.058033823892940074,0.009903525187465075,0,3
3.4000000000000004,0.009707423084932446,0.04594555175864533,0.06825060527057171,0.007697557087966888,1,3
3.4000000000000004,0.013789836066860458,0.15756178306101437,0.0122777995037751,0.02267265236849364,1,3
3.5,0.010225589884060231,0.05806287370764839,0.058062873707649974,0.009908388020925944,0,3
3.5,0.009701523265486909,0.04580351938712824,0.06843682090465317,0.007671724518746605,1,3
3.5,0.013796148103546976,0.1578877126096582,0.012222839517747271,0.022692261058605865,1,3
3.6,0.01022675953300125,0.05809193732824318,0.05809193732824415,0.009913253274890472,0,3
3.6,0.009695666651701254,0.04566234723236808,0.06862264175156539,0.007646065892488758,1,3
3.6,0.013802411298727573,0.15821279600268853,0.012168283558345722,0.022711709405858257,1,3
3.7,0.010227929895012327,0.058121014762968846,0.05812101476296973,0.009918120949636535,0,3
3.7,0.009689852719468598,0.04552202484938058,0.06880807280275748,0.007620579228759479,1,3
3.7,0.01380862621795564,0.15853704358765033,0.012114126492933816,0.022730999373680463,1,3
3.8000000000000003,0.01022910097037004,0.05815010602007679,0.05815010602007716,0.00992299104544079,0,3
3.8000000000000003,0.009684080954611034,0.0453825420005103,0.06899311894816912,0.007595262583612008,1,3
3.8000000000000003,0.013814793416560889,0.15886046550459282,0.012060363291177463,0.022750132888809758,1,3
3.9000000000000004,0.010230272759349955,0.05817921110781942,0.05817921110782206,0.00992786356257681,0,3
3.9000000000000004,0.009678350852614735,0.04524388864971697,0.06917778497904235,0.0075701140486204195,1,3
3.9000000000000004,0.013820913439915794,0.15918307169175136,0.012006989022235917,0.02276911184226008,1,3
4.0,0.010231445262227516,0.05820833003445902,0.05820833003445966,0.009932738501316946,0,3
